REF_DATE,GEO,DGUID,Labour force characteristics,Gender,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2008-03,Quebec,2021A000224,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063757,6.4.1.1.1.1,3125.4,,,,1
2008-03,Quebec,2021A000224,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063758,6.5.1.1.1.1,743.0,,,,1
2008-03,Quebec,2021A000224,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063759,6.6.1.1.1.1,305.9,,,,1
2008-03,Quebec,2021A000224,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063760,6.7.1.1.1.1,7.3,,,,1
2008-03,Quebec,2021A000224,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063761,6.8.1.1.1.1,65.7,,,,1
2008-03,Quebec,2021A000224,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063762,6.9.1.1.1.1,60.8,,,,1
2008-03,Ontario,2021A000235,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063943,7.1.1.1.1.1,10408.4,,,,1
2008-03,Ontario,2021A000235,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063944,7.2.1.1.1.1,7060.4,,,,1
2008-03,Ontario,2021A000235,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063945,7.3.1.1.1.1,6603.4,,,,1
2008-03,Ontario,2021A000235,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063946,7.4.1.1.1.1,5373.8,,,,1
2008-03,Ontario,2021A000235,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063947,7.5.1.1.1.1,1229.6,,,,1
2008-03,Ontario,2021A000235,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063948,7.6.1.1.1.1,457.1,,,,1
2008-03,Ontario,2021A000235,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063949,7.7.1.1.1.1,6.5,,,,1
2008-03,Ontario,2021A000235,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063950,7.8.1.1.1.1,67.8,,,,1
2008-03,Ontario,2021A000235,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063951,7.9.1.1.1.1,63.4,,,,1
2008-03,Manitoba,2021A000246,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064132,8.1.1.1.1.1,904.5,,,,1
2008-03,Manitoba,2021A000246,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064133,8.2.1.1.1.1,630.8,,,,1
2008-03,Manitoba,2021A000246,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064134,8.3.1.1.1.1,602.5,,,,1
2008-03,Manitoba,2021A000246,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064135,8.4.1.1.1.1,487.5,,,,1
2008-03,Manitoba,2021A000246,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064136,8.5.1.1.1.1,115.0,,,,1
2008-03,Manitoba,2021A000246,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064137,8.6.1.1.1.1,28.4,,,,1
2008-03,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064138,8.7.1.1.1.1,4.5,,,,1
2008-03,Manitoba,2021A000246,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064139,8.8.1.1.1.1,69.7,,,,1
2008-03,Manitoba,2021A000246,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064140,8.9.1.1.1.1,66.6,,,,1
2008-03,Saskatchewan,2021A000247,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064321,9.1.1.1.1.1,768.3,,,,1
2008-03,Saskatchewan,2021A000247,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064322,9.2.1.1.1.1,534.8,,,,1
2008-03,Saskatchewan,2021A000247,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064323,9.3.1.1.1.1,511.5,,,,1
2008-03,Saskatchewan,2021A000247,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064324,9.4.1.1.1.1,420.1,,,,1
2008-03,Saskatchewan,2021A000247,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064325,9.5.1.1.1.1,91.4,,,,1
2008-03,Saskatchewan,2021A000247,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064326,9.6.1.1.1.1,23.4,,,,1
2008-03,Saskatchewan,2021A000247,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064327,9.7.1.1.1.1,4.4,,,,1
2008-03,Saskatchewan,2021A000247,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064328,9.8.1.1.1.1,69.6,,,,1
2008-03,Saskatchewan,2021A000247,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064329,9.9.1.1.1.1,66.6,,,,1
2008-03,Alberta,2021A000248,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064510,10.1.1.1.1.1,2826.8,,,,1
2008-03,Alberta,2021A000248,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064511,10.2.1.1.1.1,2116.4,,,,1
2008-03,Alberta,2021A000248,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064512,10.3.1.1.1.1,2038.8,,,,1
2008-03,Alberta,2021A000248,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064513,10.4.1.1.1.1,1724.7,,,,1
2008-03,Alberta,2021A000248,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064514,10.5.1.1.1.1,314.1,,,,1
2008-03,Alberta,2021A000248,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064515,10.6.1.1.1.1,77.6,,,,1
2008-03,Alberta,2021A000248,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064516,10.7.1.1.1.1,3.7,,,,1
2008-03,Alberta,2021A000248,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064517,10.8.1.1.1.1,74.9,,,,1
2008-03,Alberta,2021A000248,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064518,10.9.1.1.1.1,72.1,,,,1
2008-03,British Columbia,2021A000259,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064699,11.1.1.1.1.1,3529.1,,,,1
2008-03,British Columbia,2021A000259,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064700,11.2.1.1.1.1,2354.5,,,,1
2008-03,British Columbia,2021A000259,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064701,11.3.1.1.1.1,2248.9,,,,1
2008-03,British Columbia,2021A000259,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064702,11.4.1.1.1.1,1791.1,,,,1
2008-03,British Columbia,2021A000259,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064703,11.5.1.1.1.1,457.8,,,,1
2008-03,British Columbia,2021A000259,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064704,11.6.1.1.1.1,105.6,,,,1
2008-03,British Columbia,2021A000259,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064705,11.7.1.1.1.1,4.5,,,,1
2008-03,British Columbia,2021A000259,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064706,11.8.1.1.1.1,66.7,,,,1
2008-03,British Columbia,2021A000259,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064707,11.9.1.1.1.1,63.7,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062998,2.1.1.1.1.1,426.9,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062999,2.2.1.1.1.1,259.1,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063000,2.3.1.1.1.1,223.5,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063001,2.4.1.1.1.1,187.8,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063002,2.5.1.1.1.1,35.8,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063003,2.6.1.1.1.1,35.6,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063004,2.7.1.1.1.1,13.7,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063005,2.8.1.1.1.1,60.7,,,,1
2008-04,Newfoundland and Labrador,2021A000210,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063006,2.9.1.1.1.1,52.4,,,,1
2008-04,Prince Edward Island,2021A000211,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063187,3.1.1.1.1.1,113.0,,,,1
2008-04,Prince Edward Island,2021A000211,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063188,3.2.1.1.1.1,78.3,,,,1
2008-04,Prince Edward Island,2021A000211,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063189,3.3.1.1.1.1,69.0,,,,1
2008-04,Prince Edward Island,2021A000211,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063190,3.4.1.1.1.1,57.9,,,,1
2008-04,Prince Edward Island,2021A000211,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063191,3.5.1.1.1.1,11.1,,,,1
2008-04,Prince Edward Island,2021A000211,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063192,3.6.1.1.1.1,9.3,,,,1
2008-04,Prince Edward Island,2021A000211,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063193,3.7.1.1.1.1,11.9,,,,1
2008-04,Prince Edward Island,2021A000211,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063194,3.8.1.1.1.1,69.3,,,,1
2008-04,Prince Edward Island,2021A000211,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063195,3.9.1.1.1.1,61.1,,,,1
2008-04,Nova Scotia,2021A000212,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063376,4.1.1.1.1.1,766.9,,,,1
2008-04,Nova Scotia,2021A000212,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063377,4.2.1.1.1.1,488.8,,,,1
2008-04,Nova Scotia,2021A000212,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063378,4.3.1.1.1.1,453.0,,,,1
2008-04,Nova Scotia,2021A000212,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063379,4.4.1.1.1.1,369.9,,,,1
2008-04,Nova Scotia,2021A000212,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063380,4.5.1.1.1.1,83.1,,,,1
2008-04,Nova Scotia,2021A000212,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063381,4.6.1.1.1.1,35.8,,,,1
2008-04,Nova Scotia,2021A000212,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063382,4.7.1.1.1.1,7.3,,,,1
2008-04,Nova Scotia,2021A000212,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063383,4.8.1.1.1.1,63.7,,,,1
2008-04,Nova Scotia,2021A000212,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063384,4.9.1.1.1.1,59.1,,,,1
2008-04,New Brunswick,2021A000213,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063565,5.1.1.1.1.1,609.8,,,,1
2008-04,New Brunswick,2021A000213,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063566,5.2.1.1.1.1,396.0,,,,1
2008-04,New Brunswick,2021A000213,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063567,5.3.1.1.1.1,362.0,,,,1
2008-04,New Brunswick,2021A000213,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063568,5.4.1.1.1.1,303.0,,,,1
2008-04,New Brunswick,2021A000213,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063569,5.5.1.1.1.1,59.0,,,,1
2008-04,New Brunswick,2021A000213,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063570,5.6.1.1.1.1,34.1,,,,1
2008-04,New Brunswick,2021A000213,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063571,5.7.1.1.1.1,8.6,,,,1
2008-04,New Brunswick,2021A000213,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063572,5.8.1.1.1.1,64.9,,,,1
2008-04,New Brunswick,2021A000213,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063573,5.9.1.1.1.1,59.4,,,,1
2008-04,Quebec,2021A000224,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063754,6.1.1.1.1.1,6364.2,,,,1
2008-04,Quebec,2021A000224,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063755,6.2.1.1.1.1,4170.5,,,,1
2008-04,Quebec,2021A000224,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063756,6.3.1.1.1.1,3850.9,,,,1
2008-04,Quebec,2021A000224,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063757,6.4.1.1.1.1,3128.4,,,,1
2008-04,Quebec,2021A000224,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063758,6.5.1.1.1.1,722.5,,,,1
2008-04,Quebec,2021A000224,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063759,6.6.1.1.1.1,319.6,,,,1
2008-04,Quebec,2021A000224,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063760,6.7.1.1.1.1,7.7,,,,1
2008-04,Quebec,2021A000224,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063761,6.8.1.1.1.1,65.5,,,,1
2008-04,Quebec,2021A000224,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063762,6.9.1.1.1.1,60.5,,,,1
2008-04,Ontario,2021A000235,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063943,7.1.1.1.1.1,10420.0,,,,1
2008-04,Ontario,2021A000235,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063944,7.2.1.1.1.1,7054.5,,,,1
2008-04,Ontario,2021A000235,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063945,7.3.1.1.1.1,6608.7,,,,1
2008-04,Ontario,2021A000235,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063946,7.4.1.1.1.1,5369.0,,,,1
2008-04,Ontario,2021A000235,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063947,7.5.1.1.1.1,1239.7,,,,1
2008-04,Ontario,2021A000235,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063948,7.6.1.1.1.1,445.8,,,,1
2008-04,Ontario,2021A000235,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063949,7.7.1.1.1.1,6.3,,,,1
2008-04,Ontario,2021A000235,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063950,7.8.1.1.1.1,67.7,,,,1
2008-04,Ontario,2021A000235,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063951,7.9.1.1.1.1,63.4,,,,1
2008-04,Manitoba,2021A000246,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064132,8.1.1.1.1.1,905.3,,,,1
2008-04,Manitoba,2021A000246,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064133,8.2.1.1.1.1,634.3,,,,1
2008-04,Manitoba,2021A000246,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064134,8.3.1.1.1.1,607.7,,,,1
2008-04,Manitoba,2021A000246,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064135,8.4.1.1.1.1,486.3,,,,1
2008-04,Manitoba,2021A000246,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064136,8.5.1.1.1.1,121.4,,,,1
2008-04,Manitoba,2021A000246,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064137,8.6.1.1.1.1,26.6,,,,1
2008-04,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064138,8.7.1.1.1.1,4.2,,,,1
2008-04,Manitoba,2021A000246,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064139,8.8.1.1.1.1,70.1,,,,1
2008-04,Manitoba,2021A000246,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064140,8.9.1.1.1.1,67.1,,,,1
2008-04,Saskatchewan,2021A000247,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064321,9.1.1.1.1.1,769.4,,,,1
2008-04,Saskatchewan,2021A000247,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064322,9.2.1.1.1.1,538.5,,,,1
2008-04,Saskatchewan,2021A000247,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064323,9.3.1.1.1.1,515.5,,,,1
2008-04,Saskatchewan,2021A000247,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064324,9.4.1.1.1.1,422.1,,,,1
2008-04,Saskatchewan,2021A000247,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064325,9.5.1.1.1.1,93.4,,,,1
2008-04,Saskatchewan,2021A000247,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064326,9.6.1.1.1.1,23.0,,,,1
2008-04,Saskatchewan,2021A000247,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064327,9.7.1.1.1.1,4.3,,,,1
2008-04,Saskatchewan,2021A000247,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064328,9.8.1.1.1.1,70.0,,,,1
2008-04,Saskatchewan,2021A000247,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064329,9.9.1.1.1.1,67.0,,,,1
2008-04,Alberta,2021A000248,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064510,10.1.1.1.1.1,2834.9,,,,1
2008-04,Alberta,2021A000248,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064511,10.2.1.1.1.1,2115.8,,,,1
2008-04,Alberta,2021A000248,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064512,10.3.1.1.1.1,2039.2,,,,1
2008-04,Alberta,2021A000248,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064513,10.4.1.1.1.1,1724.3,,,,1
2008-04,Alberta,2021A000248,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064514,10.5.1.1.1.1,314.9,,,,1
2008-04,Alberta,2021A000248,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064515,10.6.1.1.1.1,76.6,,,,1
2008-04,Alberta,2021A000248,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064516,10.7.1.1.1.1,3.6,,,,1
2008-04,Alberta,2021A000248,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064517,10.8.1.1.1.1,74.6,,,,1
2008-04,Alberta,2021A000248,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064518,10.9.1.1.1.1,71.9,,,,1
2008-04,British Columbia,2021A000259,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064699,11.1.1.1.1.1,3534.5,,,,1
2008-04,British Columbia,2021A000259,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064700,11.2.1.1.1.1,2353.7,,,,1
2008-04,British Columbia,2021A000259,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064701,11.3.1.1.1.1,2242.4,,,,1
2008-04,British Columbia,2021A000259,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064702,11.4.1.1.1.1,1797.8,,,,1
2008-04,British Columbia,2021A000259,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064703,11.5.1.1.1.1,444.6,,,,1
2008-04,British Columbia,2021A000259,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064704,11.6.1.1.1.1,111.3,,,,1
2008-04,British Columbia,2021A000259,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064705,11.7.1.1.1.1,4.7,,,,1
2008-04,British Columbia,2021A000259,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064706,11.8.1.1.1.1,66.6,,,,1
2008-04,British Columbia,2021A000259,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064707,11.9.1.1.1.1,63.4,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062998,2.1.1.1.1.1,427.0,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062999,2.2.1.1.1.1,258.9,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063000,2.3.1.1.1.1,225.3,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063001,2.4.1.1.1.1,193.0,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063002,2.5.1.1.1.1,32.3,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063003,2.6.1.1.1.1,33.6,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063004,2.7.1.1.1.1,13.0,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063005,2.8.1.1.1.1,60.6,,,,1
2008-05,Newfoundland and Labrador,2021A000210,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063006,2.9.1.1.1.1,52.8,,,,1
